x,y,label,group
-0.5378580496316754,-0.3764307841619089,#2800ff,0
-0.4258763703409757,-0.4268682971290409,#0028ff,1
-0.256964915674996,-0.4065604727733918,#0092ff,2
-0.2129278230754592,-0.3758091750273017,#00b2ff,3
-0.25717838088648104,-0.3959688724979318,#00ffff,4
-0.45516042922474187,0.1465794617483169,#00ff61,5
-0.14614846440432974,0.2768096056997691,#77ff00,6
-0.11948884546298506,0.3916441889052767,#b3ff00,7
0.22013167078176704,0.3239026585277585,#fff200,8
0.2445046059566689,0.2153773107484297,#ffbe00,9
0.31098947033661756,0.15749126083361134,#ff9b00,10
0.4989609631604437,0.09492872811620097,#ff5700,11
0.5539127859518477,0.19998361693679761,#ff0000,12
0.5635909623739509,0.1913955130749209,#ff0000,13
