x,y,label,group
-0.31047518473028624,0.4166553589727687,#2800ff,0
-0.3213708157047634,0.44771832127613115,#0028ff,1
-0.2256653917008909,0.2781289006800591,#0092ff,2
0.11851728759936254,0.4736230790364037,#00b2ff,3
-0.03833192521512953,0.374795332674847,#00ffff,4
0.3894154826799012,0.25730933956283036,#00ff61,5
0.3865709502641292,0.06414007471037114,#77ff00,6
0.17751256117739866,0.0304922641697132,#b3ff00,7
0.4241945180805165,-0.2584206217309562,#fff200,8
0.1539897995342376,-0.20954368431681047,#ffbe00,9
0.26431822946625305,-0.43598468387823164,#ff9b00,10
-0.044765988256465945,-0.4724429556097707,#ff5700,11
-0.4874945499533785,-0.4911541195547216,#ff0000,12
-0.4855324663528586,-0.4920444103709828,#ff0000,13
