x,y,label,group
0.3985332631909456,-0.1677381630203486,Clarinet,3
0.13537123761015757,-0.43397424846456106,Saxophone,3
-0.08764073799840821,-0.5234770777114852,Trumpet,0
0.3027616044400505,0.33674428158433045,Cello,2
-0.33402307286644844,-0.09349423519079661,FrenchHorn,0
0.11759810657153116,-0.1505956845757757,Oboe,3
0.39379429272029676,-0.07998031793622627,Flute,3
-0.17172899004535558,0.03510407873172966,EnglishHorn,3
-0.5253317658240866,0.28098539046772464,Bassoon,3
-0.44121870688061837,-0.3506341705785532,Trombone,0
0.10850669640587307,0.7894917626051343,Piano,1
0.104790702397294,0.3887273378550322,Violin,2
