x,y,label,group
0.019119683969481494,-0.025920002302713636,Clarinet,3
-0.025276159797073962,-0.21913055736261203,Saxophone,3
-0.4481235206773476,-0.16100470904936603,Trumpet,0
0.3628692865375971,0.22395180217368055,Cello,2
-0.3953467521647329,0.091803304934551,FrenchHorn,0
0.04953704289513045,0.3173307935796875,Oboe,3
0.0497915514776244,-0.5675309943406146,Flute,3
-0.11168486532887312,0.32773619151484934,EnglishHorn,3
-0.019970903775427172,0.5235037343967055,Bassoon,3
-0.5396857133865565,-0.09133914947223382,Trombone,0
0.6754322922885497,-0.42654463214035016,Piano,1
0.4920748283467663,0.03573092982214891,Violin,2
