x,y,label,group
0.3901933665090768,0.34861488430629595,salt,0
0.5663215083780674,0.07932666675426918,salt substitute,1
0.04193371494946213,-0.4512296206804327,MSG,2
-0.49597751534727125,-0.39207833458846203,quinine,3
-0.4804333067478288,0.2903022491516889,acid,4
-0.06411964002253155,0.033139093402494234,sugar,5
0.4375089792235482,-0.32049744176628087,artificial sweetener,6
0.1335176681230696,0.17954705153891848,salt-sugar,7
-0.24210942744897834,0.42062473051063964,acid-sugar,8
-0.3241982276483741,-0.18896548373775787,quinine-sugar,9
