x,y,label,group
0.20486940514854757,0.38818461552060607,salt,0
0.1974493844054438,0.45817145425633365,salt substitute,1
0.35101696572190305,0.31414617046273685,MSG,2
0.40017307408666797,-0.27595834341619,quinine,3
-0.0072412160549772606,-0.6063892063808147,acid,4
-0.46645564151043345,0.07525641234651786,sugar,5
-0.5471612209602751,-0.1500625502655107,artificial sweetener,6
-0.1630752519415388,0.33744239943075977,salt-sugar,7
-0.24433343873774396,-0.3503940238868797,acid-sugar,8
0.22457606766608743,-0.23961095594872908,quinine-sugar,9
