x,y,label,group
0.14317664527477308,0.5318475753330212,60,0
0.028975137307340613,0.48411647365679245,61,1
0.022957958510541127,0.570267037889737,62,2
-0.06939566454525051,0.50318277239222,63,3
-0.13350954349975258,0.5054654710940072,64,4
-0.305675748378756,0.4405501585926364,65,5
-0.38748802303747826,0.17305304252547887,66,6
-0.2879232091017443,0.13250842339765587,67,7
-0.19939032424138112,0.2252210905579866,68,8
-0.3291429816231619,0.23946866753907853,69,9
0.20584636050203137,0.23378231339804206,70,10
0.30309995292311576,0.1378561722814641,71,11
0.17971734395511804,0.07705040388217053,72,12
0.2338588850577601,0.04978979127251756,73,13
0.14221662062739626,-0.16894450218531243,74,14
0.13541077342843957,-0.07622711382359038,75,15
0.00852576311485874,-0.16119147004660245,76,16
-0.07447160001989984,-0.15863819367908935,77,17
-0.05947562111111591,-0.4450117745298433,78,18
-0.24064427925121068,-0.3855645705821376,79,19
-0.1909640619172663,-0.4757824161446211,80,20
-0.36667218609064245,-0.23432341028100376,81,21
0.14724661304881168,-0.6971825724022164,82,22
0.5634006285089788,-0.9040755358934223,83,23
0.6098007927713553,-0.6791899727943778,84,24
