x,y,label,group
0.32507966430494234,0.4205946381561863,p,1
-0.4297534765276969,-0.08974871236631304,t,0
0.5655126781847767,-0.03253152137878769,k,5
0.031817449018237,0.3107892538497915,f,3
-0.3442528623403895,-0.41644703426129914,θ,2
-0.13220808905492695,-0.4210356658321809,s,0
0.06307395733134324,-0.7007155577166858,ʃ,4
0.19866143979449905,0.37409359676586945,b,1
-0.18639844409955744,0.03140536760211081,d,0
0.5909014241812918,-0.1394175605249541,g,5
0.13161758888723846,0.19484256602214714,v,3
-0.26587648821843873,-0.2425419173806586,ð,2
-0.0009365330615347079,-0.165933181664832,z,0
0.14588790767000173,-0.22842293925728063,ʒ,4
-0.20974331081611633,0.6777026565643368,m,1
-0.5725900515286245,0.3870357195714022,n,0
