x,y,label,group
-0.26306112147779986,0.47738045390151257,p,1
0.2944823042654062,0.08340719612906876,t,0
0.336042827315554,0.6011722155529561,k,5
-0.5178066989745934,-0.1764544803545356,f,3
-0.3839600529784614,-0.42956246079357596,θ,2
-0.018433220454126348,-0.48471426709405946,s,0
0.28113889788825674,-0.5888649298440422,ʃ,4
-0.17090977249679196,0.4076727438634705,b,1
0.2111075776086971,0.14446568571892368,d,0
0.21008664503413352,0.4387858181665769,g,5
-0.255975852031127,-0.034634925568758954,v,3
-0.15607538317156314,-0.23461242574398786,ð,2
0.11025328454106442,-0.2859512028569691,z,0
0.25585022290289267,-0.35421587558101636,ʒ,4
-0.44921879661320585,0.2545994469435416,m,1
0.5709688343846577,0.05916363589278188,n,0
