x,y,label,group
-0.5665529280097993,0.3095583920113996,60,0
-0.5098352220647739,0.33537332231624745,61,1
-0.44201770326973505,0.3935711836567224,62,2
-0.3294818793739905,0.42957623356633223,63,3
-0.3334458452301054,0.39150621768122457,64,4
-0.19493648486122608,0.4666267571076469,65,5
-0.13714114101232353,0.4389133884938404,66,6
-0.14001668216870844,0.3650980235481685,67,7
0.00948659491976505,0.38222321350283883,68,8
0.10224099835375505,0.34262716899827633,69,9
0.20235644011301088,0.30456421016007634,70,10
0.3321298552475089,0.21841072076724824,71,11
0.32245867128892597,0.13775057403667534,72,12
0.2585469858412504,0.05820378434725458,73,13
0.3504724497410215,-0.050369286253658024,74,14
0.35218367121522354,-0.14115075543780634,75,15
0.33081471889120045,-0.26223507864509993,76,16
0.2056754540379469,-0.3441109637260374,77,17
0.2987264252527142,-0.4178952764015583,78,18
0.08529070891429867,-0.43369523993316395,79,19
0.15367659267864894,-0.5267493423754765,80,20
0.06754973994527323,-0.5830327702672902,81,21
-0.06771462727593248,-0.5997931480957461,82,22
-0.12015309809602501,-0.619404778577145,83,23
-0.23503932350959736,-0.6130477678496444,84,24
