x,y,label,group
-0.6298585589059723,0.1989484538495831,60,0
-0.5700957205774659,0.3021847595796822,61,1
-0.5042129837159058,0.35699047875093615,62,2
-0.4377374444482324,0.24060805889547926,63,3
-0.42458285424251613,0.12534798509102918,64,4
-0.2972009733809198,0.24496924589583025,65,5
-0.20768184974568157,0.3941396597597242,66,6
-0.14945005242775927,0.4353794055723808,67,7
0.04097364771511387,0.4030255107304293,68,8
0.1099983598124721,0.38328592209812967,69,9
0.18217681766741414,0.2666136812676077,70,10
-0.0042254250393183495,0.20515122381535633,71,11
-0.0079362125325699,0.10683711717627409,72,12
-0.17624663481775207,-0.08280639136467521,73,13
-0.024616794075347212,-0.1797807987812212,74,14
-0.14637253639695402,-0.26784279201007216,75,15
-0.04482257499467107,-0.27126780702763803,76,16
-0.028964096191600123,-0.4249564686648703,77,17
0.17414321763453575,-0.3885221454872266,78,18
0.24655814345093036,-0.41257404926912555,79,19
0.3965277030383525,-0.48554283972234497,80,20
0.523068390983489,-0.2997080358892644,81,21
0.5329051980318471,-0.42298778667746595,82,22
0.7890157789761783,-0.4122323706960805,83,23
0.6590422993695586,-0.044557175624675746,84,24
