x,y,label,group
0.3886282206026265,0.5098045097405954,60,0
0.46978533558720953,0.5302609456428042,61,1
0.45442817957913323,0.447662544274107,62,2
0.4836945480190646,0.3877558827390361,63,3
0.42797654714190686,0.27030984159400456,64,4
0.45616453046184335,0.17424216602919493,65,5
0.41839737206682215,0.13373445723463678,66,6
0.41371719867594126,0.029777763442792808,67,7
0.3575784716367691,-0.048747924478662566,68,8
0.3221681884254013,-0.13202902456030785,69,9
0.26192376554830554,-0.2328171071311275,70,10
0.1352794755264645,-0.2969902993603675,71,11
0.06246751812746838,-0.3038974394840212,72,12
0.043423186821511806,-0.255643416363791,73,13
-0.08053480439812717,-0.18497629568821553,74,14
-0.13962916875356754,-0.15176238042131307,75,15
-0.2140559891864176,-0.10171744711491759,76,16
-0.28197821495069547,-0.02233811261393325,77,17
-0.3817140798872915,0.02862620027468156,78,18
-0.4807779247449363,0.0043792917012584155,79,19
-0.4591502189120814,-0.06003732915241514,80,20
-0.4957908191481556,-0.17362230093295483,81,21
-0.7249345025420947,-0.0892764577045746,82,22
-0.7555630098263845,-0.17637550969851515,83,23
-0.7131405811308502,-0.2701208402875558,84,24
