x,y,label,group
0.32192617964398623,0.28856182071521486,Clarinet,2
-0.013155092182791824,0.4543918740424022,Saxophone,3
-0.25271516221063745,0.46631287378041664,Trumpet,2
0.3960610736446156,-0.22189954323779348,Cello,3
-0.3445443097188628,-0.01838186704909236,FrenchHorn,0
0.06446435670464422,0.18128499890189825,Oboe,0
0.34877147690876004,0.20232920722779713,Flute,3
-0.14936785363192784,-0.0872691598698776,EnglishHorn,3
-0.4072891521662587,-0.43431178546097826,Bassoon,3
-0.5317019589541485,0.18777343174517985,Trombone,3
0.3538536105576265,-0.7138893012491858,Piano,0
0.2252507623771836,-0.33402189000681026,Violin,1
