x,y,label,group
-0.01306699840264181,0.42920125202012094,p,1
-0.5269912722124981,-0.0892713681255311,t,0
0.4391830036993799,0.3350377158579954,k,5
-0.08939166679726432,0.034526810456014204,f,3
-0.13068037476265612,-0.20121061259661002,θ,2
0.5199618478228315,-0.06221912130385553,s,0
0.35455247773644716,-0.5748158812596589,ʃ,4
0.03774267866479999,0.16730932766428375,b,1
-0.43650482862422263,-0.3716432906207436,d,0
0.2347690634880363,0.522190794827963,g,5
0.16757000187597956,0.05757729833212304,v,3
0.022365179675886533,-0.37549231911140457,ð,2
0.36902956615090865,-0.244966662463262,z,0
-0.06459059603838004,-0.4835847338914515,ʒ,4
-0.5515189201580206,0.32141752003026686,m,1
-0.40101555001017075,0.5141193937584592,n,0
